level1	level2
Q16773	2.6.1.7
Q5UFR5	4.6.1.1
Q9A0G6	1.1.1.133
D3RVD4	1.8.2.2
Q03304	1.18.1.3
Q5SJG6	2.7.7.6
Q5SKM1	2.7.7.6
P09603	2.7.10.1
A0A1Q4M4T3	2.7.1.107
P9WFQ9	3.2.2.27
Q980S9	2.5.1.6
Q5UQS6	2.7.7.19
P95458	4.1.1.37
Q2SZT3	2.7.7.18
B5HSR1	1.10.3.2
Q8TCG2	3.2.1.17
A3QMF6	3.1.3.8
C7R2I5	5.3.1.24
G3FJ87	2.3.1.74
Q5SIY4	1.1.1.85
Q5HHB9	3.4.21.89
A0QT42	7.5.2.8
B9A5C1	3.4.22.39
B9A5F5	3.4.22.39
P9WJW5	2.1.1.63
Q5M0B4	2.1.2.1
Q4QMV6	3.5.1.88
P07477	3.4.21.4
Q5L3Y1	4.3.3.6
Q5L3Y2	4.3.3.6
V5J5W4	3.1.1.1
A0A0M3KKZ9	3.1.1.1
E9AI53	1.3.98.1
A1TH50	2.7.1.175
A0A0X1KGZ5	3.2.1.1
P00690	3.2.1.1
O81770	2.4.1.46
Q9CPU0	4.4.1.5
P11444	5.1.2.2
C0W7K4	5.3.1.16
P11798	2.7.11.17
Q63053	2.7.11.17
Q8VDS3	2.1.1.354
Q9KTW3	1.1.1.205
O28126	2.7.7.72
Q96Q11	2.7.7.72
P35131	6.3.2.19
Q9SW27	6.3.2.19
C1DTU5	4.2.1.1
P31324	2.7.11.11
Q9P1W9	2.7.11.1
Q9I6G1	5.3.1.6
G7CFI3	1.14.99.50
Q8TZW4	3.4.11.15
Q5SLX5	2.7.7.6
Q9NYY3	2.7.11.21
Q99040	3.2.1.70
P0A6B4	5.1.1.1
P0AE01	2.1.1.200
U2PI02	4.1.2.4
Q96EL1	2.7.11.1
B2CMA5	4.4.1.21
Q9ZL45	2.7.7.75
F8RC03	2.1.2.9
Q5KUJ1	7.1.2.2
Q5KUJ2	7.1.2.2
Q5KUJ3	7.1.2.2
Q5KUJ4	7.1.2.2
A0A0H2UL04	2.7.1.15
O83774	2.7.1.180
Q64BR7	1.1.1.86
G3MWR4	7.2.2.13
Q04645	7.2.2.13
Q08DA1	7.2.2.13
Q9HWZ6	3.6.1.1
Q9I5Y8	2.2.1.1
O60711	2.7.10.2
Q5JDA3	2.7.1.64
G7CBN9	6.3.4.5
A0A0H3LX82	2.7.1.219
A1SR00	4.1.1.20
O16810	3.6.1.15
Q24168	3.6.1.15
Q24169	3.6.1.15
Q7K2L1	3.6.1.15
Q9W102	3.6.1.15
Q9Y1B2	3.6.1.15
Q6D0N7	2.7.1.219
O15091	3.1.26.5
P0AB85	2.7.1.180
Q6FS46	2.7.11.1
O06961	2.7.2.15
A0A0J9X262	3.2.1.40
Q9UNS1	2.4.2.30
P35991	2.7.10.2
P78504	2.3.2.27
P10041	2.3.2.27
Q86YT6	2.3.2.27
P08729	2.4.1.255
K0V1M6	1.1.1.25
C1DFH7	1.1.1.86
Q9KFV3	3.5.4.13
P9WQ81	2.6.1.62
P08492	3.2.1.18
Q9NV23	3.1.2.14
Q9HZ66	2.6.1.52
A4GGC6	1.97.1.12
A5Z2K3	1.97.1.12
C6T221	1.97.1.12
P12355	1.97.1.12
P12357	1.97.1.12
Q01667	1.97.1.12
Q8A9M2	5.3.1.5
Q9HXH0	6.1.1.9
P45359	2.3.1.9
Q4JIM5	2.7.10.2
Q7WUU8	2.3.1.41
O75807	3.1.3.16
A0A0F7R6D6	3.2.1.22
P68739	3.1.21.7
Q9P376	3.1.3.16
P9WHL1	1.3.5.2
Q9USH8	3.2.1.84
P36102	3.1.13.4
O32323	2.5.1.44
Q9HY69	2.4.1.33
Q4JQW2	2.1.1.45
Q99447	2.7.7.14
O69230	3.2.1.8
A2QFV7	3.2.1.8
S5LVN3	3.5.2.6
G0RA32	3.2.1.8
Q7Z5Q5	2.7.7.7
Q49492	2.1.1.237
P54802	3.2.1.50
Q9HZM5	2.7.7.38
O65986	3.2.1.91
S7Q6I2	3.2.1.8
P81371	3.5.1.2
A0A0J9X279	4.1.2.17
Q2T7H6	1.1.1.85
P9WN39	6.3.1.2
Q16A03	1.7.2.5
Q16A04	1.7.2.5
G8NVB5	1.17.1.9
P0DMP6	2.4.1.306
Q54727	3.2.1.18
Q01813	2.7.1.11
Q31FD6	4.2.1.1
Q9HKI3	2.2.1.2
M4I2R5	3.2.1.4
A0A0M3KL09	2.7.1.71
P9WI73	2.7.11.1
Q4JB37	1.1.1.85
A0A0M3KL11	1.97.1.12
A0A0M3KL13	1.97.1.12
P05311	1.97.1.12
Q13946	3.1.4.53
P21865	2.7.13.3
Q6UWZ7	2.3.2.27
Q8RAK6	5.1.1.1
P61012	7.2.2.10
Q58018	5.3.1.29
F6BCS4	5.3.1.29
Q9H6W3	1.14.11.27
A5JUY8	1.11.1.7
A1BB97	1.4.9.1
Q51658	1.4.9.1
Q810C0	3.1.3.48
F5HR99	3.2.1.4
Q8TNK0	2.5.1.9
Q88QT2	2.7.7.99
Q8XKU1	5.3.1.1
Q9RUP5	5.3.1.1
Q3ZC95	2.7.10.2
A0A0M3KL18	5.3.1.1
Q9Z520	5.3.1.1
Q5IW40	1.13.11.72
Q72IW9	1.1.1.87
P21553	2.3.3.16
A3UNN4	2.4.2.31
A0A0J9X283	1.1.1.169
Q4J9K9	3.6.1.3
P05852	2.3.1.234
P76256	2.3.1.234
P01050	3.4.21.5
O15904	1.15.1.1
P9WPJ7	4.2.1.1
Q61730	3.1.3.48
A7ZSI4	2.7.7.6
A7ZTK1	2.7.7.6
A7ZUK2	2.7.7.6
O82175	2.1.1.354
A1ZB71	2.5.1.18
A0A076MPD7	3.2.1.4
P32298	2.7.11.16
P00500	2.4.2.18
C0LZL5	3.5.2.6
Q5M4Z1	1.15.1.1
P09738	1.15.1.1
Q81WF0	3.5.2.3
C3UWD1	3.5.1.13
Q8E9X9	2.4.2.3
A2ZEX7	2.3.1.74
P52705	4.1.2.47
Q9BSQ5	2.7.11.25
Q2G0R9	3.1.1.29
P13516	1.14.19.1
Q8F5I5	5.3.1.1
Q39547	3.4.21.25
Q02899	1.6.99.1
P0AD61	2.7.1.40
B8MX95	1.1.5.9
Q5ZVV9	3.4.21.107
P9WGK3	2.7.13.3
O26253	2.7.7.1
E5RWQ2	3.2.1.23
P9WKJ7	1.1.1.86
Q8K3F7	1.1.1.103
Q6PH17	2.3.1.108
Q4DA54	6.1.1.21
P54252	3.4.19.12
Q5L2C2	1.4.3.19
F5HF68	3.4.19.12
Q6XQN6	6.3.4.21
K9TLZ5	4.6.1.1
O19882	1.10.3.9
O19895	1.10.3.9
O19925	1.10.3.9
O19927	1.10.3.9
O19928	1.10.3.9
Q76B86	1.10.3.9
Q76FB0	1.10.3.9
Q9TLR0	1.10.3.9
Q9TLX0	1.10.3.9
Q9TM20	1.10.3.9
Q9TM21	1.10.3.9
Q9TM22	1.10.3.9
Q9TM23	1.10.3.9
Q9TM46	1.10.3.9
Q9TM47	1.10.3.9
Q9ZQS5	1.10.3.9
I7G195	7.5.2.8
A0A182DW00	3.2.1.18
A6VLM7	7.5.2.8
P38103	1.17.1.8
Q5TC82	2.3.2.27
A0A0J9X1M8	1.2.1.79
Q9RDT3	2.7.13.3
P0CL45	3.2.1.17
P40699	3.2.1.17
P26418	3.2.1.17
P26419	3.2.1.17
A5GZW8	1.3.5.1
D0VWV4	1.3.5.1
Q007T0	1.3.5.1
Q0QF01	1.3.5.1
Q9WY43	2.7.7.85
P07236	6.1.1.3
A0QPD6	3.2.1.52
A0A182DW06	3.4.22.3
A0A182DW07	3.4.22.3
A0A182DW08	3.4.22.3
A0A182DW09	3.4.22.3
A0A182DW11	3.4.22.3
A0A0H2UQE4	3.2.1.18
P0CJ48	3.1.3.16
P49599	3.1.3.16
Q6XHB2	2.7.11.1
Q65JI7	3.2.1.4
Q9Z2B5	2.7.11.1
B9MKT4	4.2.2.2
I6Y4E8	4.2.1.17
P0A7Y4	3.1.26.4
Q8ZFT7	2.3.1.180
P56060	2.5.1.55
D0KMY9	2.4.2.8
A9WCM4	4.2.1.11
P0A4M0	5.6.2.2
P11797	3.2.1.14
O06647	1.14.13.44
P16152	1.1.1.184
F4MWM7	3.5.1.5
F4MWM8	3.5.1.5
F4MWM9	3.5.1.5
P95480	1.14.19.9
A4XGA6	5.1.3.11
P72525	5.6.2.2
Q55688	4.1.99.5
Q8LPB4	2.7.11.1
Q7Z6K5	2.4.2.30
Q8GIX7	1.1.1.1
A0A0R4I979	3.5.1.28
A0A0B1KWV6	2.4.2.30
C3V2B5	3.2.1.17
P34998	3.2.1.17
P17540	2.7.3.2
A0A182DW26	3.5.2.6
Q9A0T1	1.1.1.127
P27833	2.6.1.59
Q9HX08	2.5.1.129
Q96YD0	3.2.2.27
O25916	3.6.4.12
Q8IEE9	2.7.7.15
A0QSZ3	1.1.1.42
P9WHK7	6.3.4.2
Q9HD40	2.9.1.2
Q2SWT6	2.7.7.60
P09172	1.14.17.1
A0R5M9	3.5.1.118
B2S5B9	3.1.3.5
J9PBS0	4.2.1.84
J9PBS1	4.2.1.84
V5YUZ7	1.1.1.100
F2Z7L1	3.2.1.4
P05050	1.14.11.33
A0A140UHG6	1.2.1.11
A0A0D5YEC3	6.3.2.10
Q5EDC8	4.2.1.59
A6VKT0	7.5.2.8
Q9UJM3	2.7.10.1
Q7SIA8	5.4.99.5
A0A0M3KKX3	2.7.13.3
A0A0X1KH89	3.4.24.69
A0A0X1KH90	3.4.24.69
A0R6F1	1.4.3.5
O25294	3.4.11.1
B7X8M2	3.2.2.22
Q9HBD1	2.3.2.27
Q21MB1	2.4.1.321
B6DMH6	1.16.3.1
Q9I072	2.7.7.65
Q8PUI1	1.8.1.9
P15273	3.1.3.48
B7H1U5	1.1.1.267
P25910	3.5.2.6
Q83E11	2.5.1.19
A8WBX8	3.4.13.9
Q9PMD9	2.7.1.24
P78285	3.2.1.17
D5VAW2	1.1.1.267
P35164	2.7.13.3
A0A0M3KL37	4.1.1.37
P08168	1.1.1.210
P46662	2.7.11.1
Q95ZK7	2.7.7.19
Q9WYX9	5.1.3.2
O60500	3.1.3.48
P0A998	1.16.3.2
Q8X1E4	2.1.1.14
P0AA89	2.7.7.65
C6XFU0	4.2.1.59
A0A0M3KL40	1.2.1.8
Q44238	3.4.13.9
P28321	3.1.1.23
Q8MU52	2.5.1.18
A0A0R4I988	3.5.1.28
A0A0M3KL41	1.2.1.8
O33599	3.4.24.75
A0A0R4I990	1.14.13.187
Q9JK66	2.3.2.31
O00767	1.14.19.1
A0A024V0B1	3.4.11.1
F0ZJZ1	3.2.1.176
Q55FE6	3.2.1.176
Q7KJA9	2.4.1.255
A0A0M3KL46	1.13.11.49
A0A0M3KL47	1.13.11.49
O96445	1.1.1.27
I1VWH9	3.2.1.1
P17202	1.2.1.8
Q10714	3.4.15.1
P53197	2.3.2.23
Q2NKV2	2.3.2.23
P0DN71	2.4.2.30
Q9UQ16	3.6.5.5
Q9DBL9	2.3.1.51
K7SWE7	6.3.4.3
Q9H832	6.3.2.19
Q2MGH6	3.2.1.97
F4LTH5	6.3.4.3
P46422	2.5.1.18
G1SED9	3.4.19.12
G1SLW8	3.4.19.12
G1SMZ5	3.4.19.12
G1ST95	3.4.19.12
G1SUC8	3.4.19.12
G1T3L2	3.4.19.12
G1U971	3.4.19.12
P30871	3.6.1.25
Q8JZL3	3.6.1.28
A3DJS9	3.2.1.8
P32019	3.1.3.36
Q4J894	2.1.1.218
Q8GKX2	3.5.2.6
A3DEX4	3.2.1.55
A0A1C7D1E2	2.8.4.1
A0A1C7D1E3	2.8.4.1
H7CHY1	2.8.4.1
D9PXZ6	2.8.4.1
P58815	2.8.4.1
P58816	2.8.4.1
A0A1C7D1E4	2.8.4.1
A0A1C7D1E5	2.8.4.1
H7CHY2	2.8.4.1
Q21KE5	3.2.1.73
P03116	3.6.4.12
O75694	3.1.1.17
P55735	3.1.1.17
P57740	3.1.1.17
Q12769	3.1.1.17
Q8NFH3	3.1.1.17
Q8NFH4	3.1.1.17
Q8WUM0	3.1.1.17
Q96EE3	3.1.1.17
Q9BW27	3.1.1.17
Q9HXN1	4.2.2.n1
Q7WXQ3	1.12.99.6
Q7WXQ4	1.12.99.6
K7ZUA3	1.11.1.18
P51977	1.2.1.36
Q8RJN5	3.5.1.4
A0A0H2US73	3.2.1.52
P16330	3.1.4.37
Q92458	3.2.1.37
B5L5V5	3.5.2.6
D7UER1	1.14.14.155
P37333	1.14.12.18
P37334	1.14.12.18
Q9UGI0	3.4.19.12
B6EI04	4.1.3.3
Q3LHN3	3.2.1.4
O14646	3.6.4.12
O30478	4.1.3.45
O75417	2.7.7.7
Q9Z4P9	3.2.1.101
P9WFV1	6.1.1.4
I1MJ34	2.5.1.18
A5I055	3.1.1.3
A0QND6	2.7.7.7
B9JQP8	6.1.1.4
P28511	3.4.21.5
Q4K6F7	2.2.1.6
K4L7X3	3.13.1.4
Q86C09	2.5.1.10
P15731	2.3.2.23
P34909	2.3.2.23
O75581	2.7.11.26
P51691	3.1.6.1
H6WEA4	2.7.11.1
Q7ZB17	2.7.11.1
X0BTD8	3.1.1.74
P98088	2.4.1.41
O52063	3.5.4.42
A5HC98	2.7.7.48
Q49SB0	2.5.1.18
Q12571	1.10.3.2
Q9NRA8	3.6.4.13
A0A0X1KHD1	3.1.1.1
P84516	1.11.1.7
D2IYS2	2.7.10.1
P17219	2.7.10.1
O75976	3.4.17.22
Q4E0B2	1.1.1.49
Q99933	7.4.2.3
P29600	3.4.21.62
Q5SLC6	6.3.3.1
P92208	2.7.11.24
P40763	2.7.11.24
P50247	3.3.1.1
B0KBZ7	3.2.1.11
P35569	3.1.3.48
A0A140UHL2	3.2.1.8
P0DPK2	3.2.1.21
E6UIS7	2.4.1.281
E6UBR9	2.4.1.319
Q08291	2.5.1.10
P10186	3.2.2.27
Q936H5	3.2.2.27
Q15274	2.4.2.19
P11884	1.2.1.3
Q62760	1.2.1.3
I6WU39	4.4.1.26
P15934	7.1.2.2
Q6L2R8	5.1.1.13
F9UT54	4.2.1.22
A7VL37	1.7.2.1
Q9Y8Y1	1.1.1.100
Q9WAF5	3.2.1.18
O14493	3.2.1.17
P01558	3.2.1.17
P0C0S5	3.2.1.21
W8CV45	1.4.1.19
Q5U807	3.5.2.6
Q96XT2	1.2.7.11
Q96XT4	1.2.7.11
Q9I2V0	3.6.1.54
Q55891	1.3.7.5
D0VWQ0	1.1.1.30
P18956	3.4.19.13
Q9HT57	2.7.1.35
Q8BPB0	2.7.11.1
P30041	1.11.1.15
A8NI40	3.2.1.55
Q8TZE8	3.5.1.1
K7EMV3	2.3.1.48
Q92794	2.3.1.48
B6YT87	2.8.1.7
P57708	4.6.1.12
B4E9P3	2.7.1.33
A0A0D8JSK0	5.2.1.8
J3K5Z5	5.2.1.8
J3K8M7	5.2.1.8
P36924	3.2.1.2
Q56232	2.6.1.1
P83310	1.14.11.44
Q8PGN7	5.4.2.2
Q09LX1	3.1.1.72
Q74MJ7	7.1.2.2
Q74MS5	7.1.2.2
P21517	3.2.1.20
P0A6R0	2.3.1.180
Q51344	1.2.1.11
Q03252	2.4.1.255
Q9I2U8	6.1.1.18
Q9NVP2	3.6.4.12
A5U4M0	2.4.2.18
Q8DQB5	5.6.2.2
O69174	4.2.1.11
Q9REI7	1.13.11.41
Q9HVW7	2.5.1.7
P01286	2.7.11.1
P19321	2.7.11.1
C1CIR8	2.3.1.180
P0A9S1	1.1.1.77
Q4E4E1	2.7.1.2
O95835	2.7.11.1
P07686	3.2.1.52
Q65MI2	3.2.1.93
P43357	3.6.1.13
A8HQH2	4.1.1.39
P00877	4.1.1.39
P20831	5.6.2.2
G7KRM5	1.5.1.2
A0A0M3KL68	2.7.2.3
P9WG45	5.6.2.2
C5C3W0	3.2.1.52
Q8ZH57	4.2.1.59
Q1CAM3	4.2.1.59
Q5NEQ0	4.2.1.59
Q06151	3.6.1.59
A8FDC4	3.2.1.91
P11926	4.1.1.17
P54368	4.1.1.17
O68394	4.1.99.11
O68395	4.1.99.11
O68396	4.1.99.11
P46925	3.4.23.39
B9Q287	2.7.4.6
B3TLD6	3.2.1.140
Q47VU0	5.3.1.28
Q1GNW6	4.2.1.108
Q9AG27	3.2.1.52
Q13613	3.1.3.64
Q92890	3.6.4.6
Q08999	2.4.1.255
G3YAL0	3.1.1.11
Q8GBB2	2.1.1.220
Q8ZIE7	6.3.2.4
Q1Q0T2	1.7.2.7
Q1Q0T3	1.7.2.7
Q1Q0T4	1.7.2.7
P40084	3.1.3.16
F1LC27	1.3.5.1
O44074	1.3.5.1
P92507	1.3.5.1
W8R9V4	3.2.1.86
A0A0X1KHE6	4.3.1.17
Q9H477	2.7.1.15
O68098	1.3.1.54
P54098	2.7.7.7
Q9UHN1	2.7.7.7
Q8NMD2	4.1.3.3
Q73PV9	4.1.1.21
Q483R4	4.1.2.4
Q9ZLI1	1.16.3.2
B0TQ91	4.1.2.4
O86150	7.5.2.5
Q0P9C4	7.5.2.5
Q64467	1.2.1.12
O14556	1.2.1.12
Q6MIH8	3.6.1.13
P46934	2.3.2.26
Q9U1E1	2.7.4.6
P72940	2.7.1.25
Q96FX7	2.1.1.220
Q9UJA5	2.1.1.220
Q5DZ44	3.2.1.4
P05981	3.4.21.106
Q59260	3.1.1.3
Q6MHT0	3.4.16.4
Q2NK75	1.1.1.38
Q5KPK7	1.2.1.11
A0A0H2W5K6	1.1.1.100
Q6MHS9	3.4.16.4
Q6MPN2	3.4.16.4
P71615	3.1.3.7
P53608	3.5.3.1
P16094	3.2.2.22
P37454	3.1.11.2
C0H4F3	3.6.1.17
I2APN2	5.3.1.1
D2W6T1	1.14.11.n2
P41594	3.2.1.17
Q88JX8	4.2.1.83
Q940U6	1.2.1.70
A0A0E1LZC3	1.17.4.1
P0ACJ8	2.7.7.6
G7CL00	2.4.99.16
Q9ULX7	4.2.1.1
Q0PBV2	2.1.2.2
Q8VDL4	2.7.1.147
Q9JJS8	3.4.21.104
P0AB91	2.5.1.54
E9QYP0	1.14.13.196
Q04446	2.4.1.18
Q7DDR9	2.7.7.n1
Q72G96	2.1.1.207
Q6GEY3	2.7.1.50
Q9LBK2	4.2.1.119
P55059	5.3.4.1
P32178	5.4.99.5
P04271	2.7.11.1
Q9HLB6	5.3.1.1
Q9LV91	2.4.1.25
A8FFI9	3.5.2.6
Q13107	3.4.19.12
P06653	3.5.1.28
Q21A54	2.3.1.222
P37957	3.1.1.3
E3M3V1	3.1.27.3
P02283	2.1.1.244
O04385	2.1.1.146
J7QLC0	4.6.1.1
G7CF24	3.3.2.3
P9WFX2	4.1.3.27
Q5HED0	2.7.8.7
A0A086SLX8	4.2.1.1
P11229	3.2.1.17
F2YCB6	3.1.1.73
P46670	3.4.11.10
G4VGH9	2.4.2.3
P29353	2.7.10.1
Q92WT0	3.5.4.22
P05804	3.2.1.31
P29295	2.7.11.1
P40065	2.7.11.1
Q1XGK3	4.1.1.77
P61956	3.2.2.29
Q8NS43	2.3.1.31
P23694	3.4.24.40
A6QDA0	2.5.1.140
P0A853	4.1.99.1
Q10712	3.4.11.1
P43912	2.1.1.228
P51812	2.7.11.1
Q65XA0	2.5.1.18
P19938	2.6.1.21
Q5HHM4	3.1.31.1
Q4KCZ0	3.8.1.1
P76458	2.8.3.8
P76459	2.8.3.8
D5AHU8	4.1.2.4
Q9Z1W9	2.7.11.1
Q9K169	2.5.1.54
P03132	3.6.4.12
Q8K1R7	2.7.11.1
Q9FCA6	1.14.19.69
Q6N021	1.14.11.n2
Q70SQ1	3.2.1.14
Q51504	3.4.16.4
F8TRX0	3.2.1.23
P73184	2.7.13.3
P05318	2.3.1.275
P20906	4.1.1.7
Q9UWR7	3.2.1.14
Q8N448	6.3.2.19
Q5ZYG6	1.11.1.15
P9WKJ1	3.1.3.7
D9IA43	7.1.1.9
D9IA44	7.1.1.9
D9IA45	7.1.1.9
P24664	3.4.21.4
P00953	6.1.1.2
Q47UY5	3.2.2.9
Q54137	3.4.21.4
Q8ILY1	2.7.7.7
Q02HS5	2.6.99.2
A4JLG9	5.1.3.14
Q5NE65	3.4.11.2
Q1QZR8	6.3.1.2
P56255	3.6.4.12
Q47690	2.1.1.10
Q8CDI2	2.7.11.21
B2I1J3	6.3.2.4
D4QAP3	3.2.1.23
A1B602	7.1.2.2
A1B618	7.1.2.2
A1B619	7.1.2.2
A1B8N7	7.1.2.2
A1B8N8	7.1.2.2
A1B8N9	7.1.2.2
A1B8P0	7.1.2.2
A1B8P1	7.1.2.2
Q58034	4.2.1.32
P58880	4.2.1.19
Q60769	3.4.19.12
P9WKK7	4.1.3.1
A0R4Y3	1.14.15.29
Q8GS60	1.17.7.2
P08173	3.2.1.17
K0A8J9	3.2.1.21
Q9KQ92	1.1.1.290
A6VKG5	7.5.2.8
P9WNP1	4.2.1.17
Q96LI5	3.1.13.4
Q9KHV6	3.1.21.4
G4RFI7	3.1.1.1
P0ABN1	2.7.1.107
J7TA22	4.4.1.11
Q059G6	2.4.1.15
Q5AI14	2.4.1.15
Q4WWF5	2.4.1.15
C5H429	1.3.1.92
Q9JYV4	3.4.11.2
O34825	2.3.1.39
O34787	2.3.1.39
Q7LYY8	3.1.26.4
W2E3J5	2.4.2.30
Q187E7	1.1.1.25
Q8U094	4.2.1.20
A8NS89	3.1.3.12
P10153	4.6.1.18
Q8A6L0	3.2.1.22
A0A0A7GJ30	2.6.1.42
Q9BZ23	2.7.1.33
A1JML9	3.5.2.6
P54427	3.5.2.6
B4EPS2	3.5.2.6
A0QZC8	3.5.2.6
Q9AJS0	3.2.1.4
P9WFF3	2.4.2.9
P01210	3.4.14.4
B0VKR7	6.1.1.21
Q8NRE3	2.3.1.117
D2ARB3	3.5.2.6
E0SRA9	1.1.1.383
B3EY95	2.8.3.18
P23470	3.1.3.48
Q07409	3.1.3.48
Q05909	3.1.3.48
Q9JMB8	3.1.3.48
B2RXS4	1.1.1.189
P07762	2.4.1.18
A0QQS4	3.6.4.6
A0A059VAZ3	3.4.21.53
Q9BTL3	2.1.1.56
Q9D6K9	2.3.1.24
A0A0B4U8I5	3.2.1.23
P42527	2.7.11.7
P0CT06	4.1.3.1
O43148	2.1.1.56
Q4D3W2	1.3.98.1
Q6ZQJ5	3.6.4.12
O24243	4.1.2.10
Q44467	1.13.12.4
P32754	1.13.11.27
Q8L7C9	2.5.1.18
A4XHB2	3.2.1.4
P71814	3.1.3.1
P9WNS5	3.6.1.23
Q97W02	2.7.7.7
P0AD64	3.5.2.6
P40110	1.17.1.8
Q0MRG5	2.3.1.31
Q8BGN3	3.1.4.38
I6YRG4	3.1.1.1
P0CJ63	3.1.1.81
A0A0M3U1T9	1.10.3.2
Q9NY33	3.4.14.4
R4YE07	5.6.2.2
R4YHS8	5.6.2.2
A0A0H2ZYS9	1.1.1.275
P26515	3.2.1.8
Q3J125	2.4.1.12
Q3J126	2.4.1.12
Q9UGM6	6.1.1.2
O15264	2.7.11.24
V5V8R5	4.2.3.4
Q9FWR4	2.5.1.18
A0A140N890	5.1.1.13
P20449	3.6.4.13
K7WDL7	1.3.1.122
B2J2S4	3.5.1.28
P0A6L0	4.1.2.4
Q9KQH7	1.1.1.100
P00330	1.1.1.1
Q9REV4	5.1.3.14
A0A0D5YE19	1.3.3.3
Q96CV9	2.7.11.1
Q88FY2	1.14.13.114
Q9H6S1	2.7.11.1
Q04120	1.11.1.15
P10614	1.14.14.154
S8EY38	2.6.1.13
Q6NER4	5.4.99.9
A0A384LMS9	3.1.4.16
P41814	2.1.1.220
P46959	2.1.1.220
Q96L34	2.7.11.1
P04642	1.1.1.27
A6ZSR0	1.14.14.154
Q9A919	3.8.1.5
W6ICC0	4.6.1.12
Q5ZVC1	2.4.2.8
P44815	4.6.1.12
Q4QX31	4.6.1.12
Q1EG27	2.7.11.1
Q9ET47	2.7.11.1
B6KJB6	2.7.11.24
Q2G0Q5	2.7.6.3
Q3SAW3	3.5.2.6
Q4DRC4	2.4.2.8
P12295	3.2.2.27
Q8KTX6	4.1.1.1
O02810	2.7.1.67
Q87Z37	3.5.2.6
Q7NYG4	3.5.2.6
Q59713	1.14.13.1
Q9RMI1	3.5.2.6
A0A0F7RKC8	3.5.1.4
Q9FNB0	6.6.1.1
C6XJ17	5.2.1.8
Q2RI40	1.2.7.10
Q2RI41	1.2.7.10
Q2RI42	1.2.7.10
P9WK91	2.8.1.8
P9WN55	2.8.1.8
Q14181	2.7.7.7
Q7CP66	2.4.2.4
B9GQ64	2.5.1.18
G4VQX9	4.3.2.2
K0E682	5.3.1.1
B5MDL5	3.1.3.48
P29074	3.1.3.48
Q1LDT6	2.4.2.43
P00921	4.2.1.1
Q9VG98	2.5.1.18
P0A8G6	1.6.5.2
A7TUE6	3.5.2.6
Q9HUP3	6.3.1.5
Q2FVV7	3.1.3.25
Q8CFN5	2.7.10.2
O31611	2.7.6.5
P76461	2.3.1.9
A0A2P0H8R8	4.1.2.25
A0R629	5.4.99.9
A0Q7Y0	2.3.1.129
Q2YQ23	1.6.5.2
Q4VGL6	2.3.2.27
Q13796	2.7.11.1
O67081	6.1.1.14
P38501	1.7.2.1
Q8AAX3	3.2.1.20
A0EL75	3.5.2.6
Q0Z8S4	3.5.2.6
Q8T045	3.4.21.22
E5RPG2	2.7.7.48
Q54BW5	3.6.1.23
P16435	1.6.2.4
Q73PT7	1.8.4.11
O86786	5.1.1.1
I0B503	2.4.2.28
A3MTM6	1.1.1.261
P24021	3.1.30.1
P00636	3.1.3.11
A0A182DWC7	3.4.21.14
Q8P839	3.4.13.9
P03953	3.4.21.46
A0A0F6P2I5	3.5.2.6
P39792	3.1.22.4
Q84VW9	4.1.1.31
Q13049	2.3.2.27
P63705	4.1.2.40
A0A182DWC8	3.4.21.14
Q04781	2.3.2.27
P04176	1.14.16.1
P03252	3.4.22.39
P03274	3.4.22.39
P00847	7.1.2.2
P02721	7.1.2.2
P13619	7.1.2.2
P13620	7.1.2.2
P13621	7.1.2.2
P32876	7.1.2.2
A0A0U4EBH5	3.2.1.4
I3VS73	3.2.1.4
Q70GK9	2.5.1.63
P11124	2.7.7.48
Q4WJJ3	3.2.1.21
Q2UUD6	3.2.1.21
Q44244	4.2.1.113
B3PKK9	3.2.1.151
P06710	2.7.7.7
P52095	4.1.1.18
P0A9H3	4.1.1.18
C0HLB1	7.1.2.2
Q37695	7.1.2.2
Q6C326	7.1.2.2
Q6C338	7.1.2.2
Q6C877	7.1.2.2
Q6CFT7	7.1.2.2
P0CX44	2.3.1.275
Q9F8A8	1.2.7.4
A2VA43	1.13.11.24
E3END6	3.2.1.145
J7HDY4	3.2.1.26
P08575	3.1.3.48
P04157	3.1.3.48
O94753	1.11.1.16
G4NAP4	1.13.11.45
P69506	1.7.2.5
P15529	3.4.21.47
C6KT64	6.1.1.4
P07996	2.4.1.221
Q8WR51	2.4.1.221
B6AA20	6.1.1.4
Q9AIU7	6.5.1.2
B2C331	3.4.22.1
A4IPE6	2.7.13.3
P63279	2.3.2.23
F7J696	2.6.1.18
O28735	3.1.1.1
O25336	2.7.7.7
P33013	3.4.16.4
Q8SDC5	3.1.26.12
Q9HZM8	3.1.26.12
P0AGF2	2.8.1.7
Q46925	2.8.1.7
Q680B9	3.1.26.5
D7K0H3	3.6.4.12
P31105	2.1.1.80
A0A023H437	1.11.2.1
B4EKM5	4.2.1.17
Q38CF2	2.7.1.21
Q29550	3.1.1.1
P40080	3.6.4.6
P52917	3.6.4.6
Q47KB1	1.11.1.19
Q3UKX1	2.1.1.125
R4SNK4	1.5.1.48
F2QXM5	1.13.11.12
Q8X151	1.13.11.12
Q0SBK1	1.1.3.38
A4ECA9	1.1.1.201
Q9HU22	2.7.7.24
A1L1Q4	2.1.1.125
